subscription_id,event_type,month,plan_id,start_month,end_month
S11522,downgrade,3.0,BM,,
S11524,pause,,,5.0,6.0
S11524,cancel,10.0,,,
S11525,pause,,,3.0,4.0
S11528,cancel,8.0,,,
S11530,downgrade,6.0,BM,,
S11534,pause,,,3.0,4.0
S11537,pause,,,3.0,5.0
S11538,cancel,10.0,,,
S11539,downgrade,6.0,BM,,
S11541,downgrade,5.0,BM,,
S11543,pause,,,3.0,4.0
S11544,pause,,,7.0,9.0
S11545,downgrade,8.0,BM,,
S11546,downgrade,4.0,BM,,
S11550,pause,,,4.0,5.0
S11553,downgrade,8.0,BM,,
S11558,downgrade,6.0,BM,,
S11561,downgrade,7.0,BM,,
S11562,downgrade,3.0,BM,,
S11563,cancel,7.0,,,
S11572,downgrade,9.0,BM,,
S11575,downgrade,5.0,BM,,
S11576,downgrade,9.0,BM,,
S11578,downgrade,4.0,BM,,
S11579,pause,,,4.0,6.0
S11585,downgrade,3.0,BM,,
S11585,pause,,,5.0,7.0
S11589,downgrade,8.0,BM,,
S11592,cancel,7.0,,,
S11595,downgrade,4.0,BM,,
S11595,pause,,,3.0,5.0
S11597,cancel,8.0,,,
S11598,pause,,,4.0,6.0
S11599,pause,,,6.0,8.0
S11603,cancel,8.0,,,
S11604,downgrade,7.0,BM,,
S11605,cancel,11.0,,,
S11609,pause,,,3.0,5.0
S11615,pause,,,5.0,6.0
S11616,pause,,,4.0,5.0
S11619,downgrade,4.0,BM,,
S11622,downgrade,6.0,BM,,
S11623,pause,,,4.0,5.0
S11630,downgrade,4.0,BM,,
S11641,cancel,6.0,,,
S11642,cancel,11.0,,,
S11643,pause,,,3.0,4.0
S11644,pause,,,5.0,7.0
S11644,cancel,10.0,,,
S11645,pause,,,4.0,5.0
S11646,downgrade,5.0,BM,,
S11648,pause,,,3.0,4.0
S11648,cancel,10.0,,,
S11652,downgrade,6.0,BM,,
S11653,downgrade,5.0,BM,,
S11653,pause,,,6.0,8.0
S11654,pause,,,7.0,9.0
S11655,downgrade,7.0,BM,,
S11656,downgrade,7.0,BM,,
S11656,pause,,,5.0,7.0
S11657,downgrade,7.0,BM,,
S11657,cancel,10.0,,,
S11659,pause,,,4.0,5.0
S11660,pause,,,6.0,8.0
S11661,cancel,6.0,,,
S11668,downgrade,4.0,BM,,
S11671,downgrade,7.0,BM,,
S11673,cancel,5.0,,,
S11674,downgrade,7.0,BM,,
S11674,pause,,,5.0,7.0
S11677,pause,,,6.0,8.0
S11677,cancel,6.0,,,
S11678,pause,,,5.0,7.0
S11679,downgrade,4.0,BM,,
S11679,pause,,,4.0,5.0
S11683,pause,,,7.0,8.0
S11684,downgrade,8.0,BM,,
S11685,cancel,9.0,,,
S11686,downgrade,9.0,BM,,
S11686,pause,,,5.0,7.0
S11689,downgrade,7.0,BM,,
S11692,pause,,,4.0,6.0
S11693,pause,,,7.0,8.0
S11697,pause,,,4.0,6.0
S11699,pause,,,4.0,6.0
S11700,cancel,9.0,,,
S11701,downgrade,8.0,BM,,
S11701,pause,,,7.0,8.0
S11702,downgrade,5.0,BM,,
S11704,downgrade,8.0,BM,,
S11705,downgrade,8.0,BM,,
S11705,pause,,,4.0,5.0
S11707,pause,,,3.0,4.0
S11709,pause,,,5.0,7.0
S11713,downgrade,8.0,BM,,
S11715,pause,,,6.0,7.0
S11716,downgrade,3.0,BM,,
S11716,pause,,,4.0,6.0
S11717,pause,,,7.0,8.0
S11721,cancel,9.0,,,
S11722,downgrade,5.0,BM,,
S11725,pause,,,6.0,8.0
S11727,pause,,,4.0,6.0
S11728,downgrade,9.0,BM,,
S11733,downgrade,6.0,BM,,
S11734,cancel,8.0,,,
S11738,pause,,,4.0,5.0
S11739,pause,,,3.0,4.0
S11740,downgrade,7.0,BM,,
S11740,pause,,,4.0,6.0
S11741,pause,,,6.0,7.0
S11746,pause,,,5.0,6.0
S11746,cancel,6.0,,,
S11748,downgrade,7.0,BM,,
S11749,cancel,7.0,,,
S11751,pause,,,6.0,7.0
S11752,pause,,,5.0,6.0
S11754,downgrade,3.0,BM,,
S11754,cancel,10.0,,,
S11756,pause,,,3.0,4.0
S11760,pause,,,6.0,7.0
S11762,pause,,,3.0,4.0
S11764,pause,,,7.0,8.0
S11769,pause,,,7.0,8.0
S11770,cancel,11.0,,,
S11772,downgrade,5.0,BM,,
S11773,pause,,,7.0,9.0
S11775,pause,,,4.0,5.0
S11777,cancel,5.0,,,
S11779,pause,,,6.0,8.0
S11779,cancel,10.0,,,
S11785,downgrade,3.0,BM,,
S11789,pause,,,4.0,5.0
S11789,cancel,9.0,,,
S11790,pause,,,5.0,7.0
S11791,pause,,,6.0,7.0
S11795,downgrade,4.0,BM,,
S11799,pause,,,3.0,5.0
S11801,downgrade,8.0,BM,,
S11802,pause,,,3.0,5.0
S11804,pause,,,4.0,6.0
S11805,downgrade,7.0,BM,,
S11805,cancel,7.0,,,
S11812,pause,,,7.0,8.0
S11814,downgrade,3.0,BM,,
S11816,pause,,,4.0,6.0
S11820,downgrade,6.0,BM,,
S11820,pause,,,6.0,7.0
S11821,pause,,,3.0,5.0
S11823,pause,,,3.0,5.0
S11826,pause,,,5.0,6.0
S11826,cancel,8.0,,,
S11830,cancel,7.0,,,
S11831,downgrade,3.0,BM,,
S11832,cancel,10.0,,,
S11834,pause,,,5.0,7.0
S11838,downgrade,9.0,BM,,
S11840,downgrade,7.0,BM,,
S11841,downgrade,9.0,BM,,
S11843,pause,,,5.0,6.0
S11847,pause,,,7.0,9.0
S11848,pause,,,7.0,9.0
S11849,pause,,,5.0,6.0
S11851,pause,,,6.0,8.0
S11852,cancel,7.0,,,
S11854,pause,,,5.0,7.0
S11854,cancel,9.0,,,
S11856,cancel,9.0,,,
S11860,pause,,,7.0,9.0
S11862,pause,,,5.0,6.0
S11866,pause,,,7.0,9.0
S11869,pause,,,6.0,7.0
S11870,pause,,,7.0,8.0
S11871,pause,,,3.0,4.0
S11871,cancel,8.0,,,
S11874,cancel,7.0,,,
S11876,downgrade,5.0,BM,,
S11878,pause,,,5.0,6.0
S11883,cancel,11.0,,,
S11889,downgrade,6.0,BM,,
S11893,downgrade,3.0,BM,,
S11894,downgrade,6.0,BM,,
S11896,downgrade,7.0,BM,,
S11898,pause,,,6.0,8.0
S11899,downgrade,6.0,BM,,
S11900,downgrade,3.0,BM,,
S11900,pause,,,5.0,7.0
S11901,pause,,,3.0,5.0
S11903,cancel,5.0,,,
S11904,downgrade,4.0,BM,,
S11905,downgrade,4.0,BM,,
S11906,downgrade,7.0,BM,,
S11909,cancel,8.0,,,
S11912,pause,,,4.0,5.0
S11914,cancel,11.0,,,
S11915,downgrade,9.0,BM,,
S11915,pause,,,5.0,6.0
S11918,downgrade,9.0,BM,,
S11929,downgrade,7.0,BM,,
S11931,cancel,11.0,,,
S11936,pause,,,6.0,8.0
S11938,downgrade,7.0,BM,,
S11939,pause,,,3.0,4.0
S11940,pause,,,3.0,4.0
S11941,downgrade,4.0,BM,,
S11951,downgrade,5.0,BM,,
S11954,downgrade,8.0,BM,,
S11957,downgrade,9.0,BM,,
S11958,pause,,,6.0,8.0
S11964,downgrade,4.0,BM,,
S11966,pause,,,6.0,7.0
S11967,cancel,11.0,,,
S11968,pause,,,4.0,6.0
S11975,downgrade,7.0,BM,,
S11980,pause,,,5.0,6.0
S11982,downgrade,8.0,BM,,
S11983,cancel,10.0,,,
